Name	Id
Acaryochloris marina Miyashita and Chihara 2003	155978
MBIC 11017	155978
Acaryochloris marina CRS	1305589
Acaryochloris marina MBIC11017	329726
Acer pseudoplatanus	4026
Acer pseudoplatanus L.	4026
sycamore maple	4026
Acer rubrum	45314
Acer rubrum L.	45314
red maple	45314
Acetabularia acetabulum	35845
Acetabularia acetabulum (L.) P.C.Silva	35845
Acetabularia mediterranea	35845
mermaid's wine glass	35845
Acetabularia peniculus	35862
Acetabularia cliftonii	35862
Acetabularia peniculus (R.Brown ex Turner) Solms-Laubach	35862
Acetabularia peniculus var. cliftonii	35862
Polyphysa peniculus (R.Brown ex Turner) C.Agardh	35862
Polyphysa peniculus	35862
Acetivibrio cellulolyticus	35830
Acetivibrio cellulolyticus Patel et al. 1980	35830
Acetivibrio cellulosilyticus	35830
Acetivibrio cellulosisolvens	35830
Acetivibrio cellulosolvens Khan et al. 1984	35830
Acetivibrio cellulosolvens	35830
Acetivibrio sp. HL-2	35830
ATCC 33288	35830
DSM 1870	35830
Hungateiclostridium cellulolyticum	35830
Hungateiclostridium cellulolyticum Zhang et al. 2018	35830
LMG 8466	35830
LMG:8466	35830
NRC 2248	35830
strain CD2	35830
Acetivibrio cellulolyticus ATCC 33288	509191
Acetivibrio cellulolyticus CD2	509191
Acetivibrio cellulolyticus DSM 1870	509191
Hungateiclostridium cellulolyticum CD2	509191
Acetobacter aceti	435
"Acetimonas aceti" (Pasteur 1864) Orla-Jensen 1909	435
Acetimonas aceti	435
Acetobacter aceti aceti	435
Acetobacter aceti orleanensis	435
Acetobacter aceti (Pasteur 1864) Beijerinck 1898 (Approved Lists 1980)	435
Acetobacter aceti subsp. aceti (Pasteur 1864) Beijerinck 1898	435
Acetobacter aceti subsp. aceti (Pasteur 1864) De Ley and Frateur 1974	435
Acetobacter aceti subsp. aceti	435
"Acetobacter aceti var. muciparum" (sic) (Hoyer) Frateur 1950	435
Acetobacter aceti var. muciparum	435
"Acetobacter ketogenum" (sic) Walker and Thomas in Bousfield et al. 1947	435
Acetobacter ketogenum	435
"Acetobacter lafarianum" (sic) Janke 1950	435
Acetobacter lafarianum	435
Acetobacter sp. LMG 1496	435
Acetobacter sp. LMG 1512	435
Acetobacter (subgen. Acetobacter) aceti	435
ATCC 15973	435
"Bacillus aceticus" Flugge 1886	435
Bacillus aceticus	435
"Bacteriopsis aceti" (Pasteur 1864) Trevisan 1885	435
Bacteriopsis aceti	435
"Bacterium acetigenoidum" Krehan 1930	435
Bacterium acetigenoidum	435
"Bacterium aceti" (Pasteur 1864) Lanzi 1876	435
Bacterium aceti	435
"Bacterium hansenianum" Chester 1901	435
Bacterium hansenianum	435
CCUG 18122	435
CIP 103111	435
DSM 3508	435
ICMP 8807	435
IFO 14818	435
JCM 7641	435
LMG 1261	435
LMG:1261	435
LMG 1504	435
LMG:1504	435
"Micrococcus aceti" (Pasteur 1864) Maggi 1886	435
Micrococcus aceti	435
"Mycoderma aceti souches non visqueuses (membraneuses)" Pasteur 1864	435
Mycoderma aceti souches non visqueuses (membraneuses)	435
NBRC 14818	435
NCCB 23001	435
NCIB 8621	435
NCIB:8621	435
NCIMB 8621	435
Acetobacter aceti 1023	1457393
Acetobacter pasteurianus	438
Acetobacter aceti IFO 3283	438
"Acetobacter acidum-mucosum" (sic) Tosic and Walker 1950	438
Acetobacter acidum-mucosum	438
"Acetobacter agglutinans" Frateur 1950	438
Acetobacter agglutinans	438
Acetobacter albuminosum str. Kondo 46	438
"Acetobacter alcoholophilus" Kozulis and Parsons 1958	438
Acetobacter alcoholophilus	438
"Acetobacter kutzigianus" (sic) (Hansen 1894) Bergey et al. 1923	438
Acetobacter kutzigianus	438
Acetobacter lovaniense	438
"Acetobacter mobile" (sic) Tosic and Walker 1944	438
Acetobacter mobile	438
Acetobacter pasteurianus ascendens	438
Acetobacter pasteurianus (Hansen 1879) Beijerinck and Folpmers 1916	438
Acetobacter pasteurianus LMG 1513	438
Acetobacter pasteurianus NBRC 3283	438
Acetobacter pasteurianus orleanensis	438
Acetobacter pasteurianus paradoxus	438
Acetobacter pasteurianus subsp. orleanensis	438
Acetobacter rancens	438
Acetobacter sp. IFO 3283	438
Acetobacter sp. NBRC 3283	438
Acetobacter turbidans ATCC 9325	438
"Acetobacter turbidans" Cosbie et al. 1942	438
Acetobacter turbidans	438
"Acetobacter vini-aceti" (Henneberg 1906) Shimwell 1948	438
Acetobacter vini-aceti	438
Arthrobacter sp. BDR1P1B2-M	438
ATCC 33445	438
"Bacillus kuttingianum" (sic) (Hansen 1894) Takahashi 1906	438
Bacillus kuttingianum	438
Bacillus pasteurianus	438
"Bacillus pasteurianus" (Hansen 1879) Flugge 1886	438
"Bacteriopsis pasteuriana" (Hansen 1879) Trevisan 1885	438
Bacteriopsis pasteuriana	438
"Bacterium kutzingianum" Hansen 1894	438
Bacterium kutzingianum	438
"Bacterium pastorianum" (Hansen 1879) Zopf 1883	438
Bacterium pastorianum	438
"Bacterium rancens" Beijerinck 1898	438
Bacterium rancens	438
"Bacterium vini-aceti" Henneberg 1906	438
Bacterium vini-aceti	438
CCUG 18125	438
CIP 103108	438
DSM 3509	438
IFO 3191	438
JCM 7640	438
KCTC 12289	438
LMD 22.1	438
LMG 1262	438
LMG:1262	438
"Mycoderma pasteurianum" Hansen 1879	438
Mycoderma pasteurianum	438
NBRC 106471	438
NCCB 22001	438
"Pseudomonas pomi" Cole 1959	438
Pseudomonas pomi	438
"Ulvina pasteuriana" (Hansen 1879) Pribram 1933	438
Ulvina pasteuriana	438
Acetobacter pasteurianus NBRC 3299	1226665
Acetobacter sp.	440
Acetobacter syzygii	146476
Acetobacter syzygii Lisdiyanti et al. 2002	146476
CIP 107378	146476
DSM 15548	146476
IFO 16604	146476
JCM 11197	146476
NBRC 16604	146476
strain 9H-2	146476
Acetobacter syzygii 9H-2	1307919
Acetobacter syzygii NRIC 0483	1307919
Acetobacter tropicalis	104102
Acetobacter tropicalis Lisdiyanti et al. 2001	104102
IFO 16470	104102
JCM 10947	104102
LMG 19825	104102
LMG:19825	104102
NBRC 16470	104102
NRIC 0312	104102
strain Ni-6b	104102
Acetobacter tropicalis NBRC 101654	749388
Acetobacter tropicalis SKU1100	749388
Acetobacter tropicalis strain NBRC 101654	749388
Acetobacter tropicalis str. NBRC 101654	749388
Acetobacterium dehalogenans	82116
"Acetobacterium dehalogenans" Kaufmann et al. 1998	82116
DSM 11527	82116
Acetobacterium dehalogenans DSM 11527	1068975
Acetobacterium dehalogenans strain DSM 11527	1068975
Acetobacterium dehalogenans str. DSM 11527	1068975
Achaea janata	378752
Acanthodelta janata	378752
Achaea janata (Linnaeus, 1758)	378752
croton caterpillar	378752
Phalaena janata	378752
Achatina fulica	6530
Achatina fulica (Ferussac, 1821)	6530
giant African snail	6530
Acheta domesticus	6997
house cricket	6997
Acheta domesticus virus	336634
Achlya ambisexualis	4768
Achlya bisexualis	4766
Achlya bisexuallis	4766
Achlya klebsiana	4767
Acholeplasma laidlawii	2148
Acholeplasma laidlawii (Freundt 1955 (sic)) Edward and Freundt 1970	2148
Acholeplasma laidlawii (Sabin 1941) Edward and Freundt 1970	2148
"Asterococcus laidlawii" (Sabin 1941) Prevot 1961	2148
Asterococcus laidlawii	2148
ATCC 23206	2148
CIP 75.27	2148
DSM 23060	2148
IFO 14400	2148
"Mycoplasma laidlawii" (Sabin 1941) Freundt 1955	2148
Mycoplasma laidlawii	2148
NBRC 14400	2148
NCTC 10116	2148
"Sapromyces laidlawi AB" (sic) Sabin 1941	2148
Sapromyces laidlawi AB	2148
strain PG-8A	2148
strain PG8-A	2148
strain PG-8	2148
strain PG8	2148
"Types A and B" Laidlaw and Elford 1936	2148
Acholeplasma laidlawii PG-8A	441768
Acholeplasma laidlawii strain PG-8A	441768
Acholeplasma laidlawii str. PG-8A	441768
Acholeplasma multilocale	264638
Acholeplasma multilocale Hill et al. 1992	264638
ATCC 49900	264638
NCTC 11723	264638
strain PN525	264638
Acholeplasma multilocale ATCC 49900	1278299
Acholeplasma multilocale PN525	1278299
Acholeplasma palmae	38986
Acholeplasma palmae Tully et al. 1994	38986
ATCC 49389	38986
strain J233	38986
Acholeplasma palmae ATCC 49389	1318466
Acholeplasma palmae J233	1318466
Acholeplasma phage L2	46014
Acholeplasma laidlawii phage L2	46014
Acholeplasma virus L2	46014
Bacteriophage L2	46014
Acholeplasma phage MV-L1	10876
Achromobacter cycloclastes	223
"Achromobacter cycloclastes" (Gray and Thornton) Bergey et al.	223
Achromobacter denitrificans	32002
Achromobacter denitrificans (Ruger and Tan 1983) Coenye et al. 2003	32002
Achromobacter xylosoxidans subsp. denitrificans (Ruger and Tan 1983) Yabuuchi et al. 1998	32002
Achromobacter xylosoxidans subsp. denitrificans	32002
Alcaligenes denitrificans denitrificans	32002
Alcaligenes denitrificans (ex Leifson and Hugh 1954) Ruger and Tan 1983	32002
"Alcaligenes denitrificans" Leifson and Hugh 1954	32002
Alcaligenes denitrificans subsp. denitrificans	32002
Alcaligenes denitrificans subsp. denitrificans (ex Leifson and Hugh 1954) Ruger and Tan 1983	32002
Alcaligenes denitrificans	32002
Alcaligenes xylosoxidans subsp. denitrificans (Ruger and Tan 1983) Kiredjian et al. 1986	32002
Alcaligenes xylosoxidans subsp. denitrificans	32002
Alcaligenes xylosoxydans denitrificans	32002
ATCC 15173	32002
CCUG 407	32002
CIP 77.15	32002
DSM 30026	32002
IFO 15125	32002
JCM 5490	32002
JCM 9657	32002
LMG 1231	32002
LMG:1231	32002
NBRC 15125	32002
NCTC 8582	32002
Achromobacter denitrificans NBRC 15125	1255278
Achromobacter sp. CCM 4824	325424
Achromobacter sp. WM111	104199
Achromobacter sp. mp-2	281110
Achromobacter xylosoxidans	85698
Achromobacter sp. 2789STDY5608606	85698
Achromobacter sp. 2789STDY5608609	85698
Achromobacter sp. 2789STDY5608611	85698
Achromobacter sp. 2789STDY5608612	85698
Achromobacter sp. 2789STDY5608616	85698
Achromobacter sp. 2789STDY5608618	85698
Achromobacter sp. 2789STDY5608619	85698
Achromobacter sp. 2789STDY5608620	85698
Achromobacter sp. 2789STDY5608622	85698
Achromobacter sp. 2789STDY5608623	85698
Achromobacter sp. 2789STDY5608624	85698
Achromobacter sp. 2789STDY5608629	85698
Achromobacter sp. 2789STDY5608630	85698
Achromobacter sp. 2789STDY5608632	85698
Achromobacter sp. 2789STDY5663426	85698
Achromobacter sp. 2789STDY5663429	85698
Achromobacter sp. 2789STDY5663443	85698
Achromobacter sp. 2789STDY5663447	85698
Achromobacter sp. AHJR1	85698
Achromobacter sp. ES-6	85698
Achromobacter sp. GAD3	85698
Achromobacter sp. HMSC056C09	85698
Achromobacter sp. HMSC057D05	85698
Achromobacter sp. HMSC070F04	85698
Achromobacter sp. HMSC15D03	85698
Achromobacter sp. HMSC18C08	85698
Achromobacter xilosoxidans	85698
Achromobacter xylosoxidans (ex Yabuuchi and Ohyama 1971) Yabuuchi and Yano 1981	85698
Achromobacter xylosoxidans KF701	85698
Achromobacter xylosoxidans subsp. xylosoxidans (ex Yabuuchi and Ohyama 1971) Yabuuchi and Yano 1981	85698
Achromobacter xylosoxidans subsp. xylosoxidans	85698
"Achromobacter xylosoxidans" Yabuuchi and Ohyama 1971	85698
Achromobacter xylosoxydans	85698
Alcaligenes denitrificans subsp. xylosoxydans	85698
Alcaligenes denitrificans subsp. xylosoxydans (Yabuuchi and Yano 1981) Kersters and De Ley 1984	85698
Alcaligenes xylosoxidans subsp. xylosoxidans	85698
Alcaligenes xylosoxidans subsp. xylosoxidans (Yabuuchi and Yano 1981) Kiredjian et al. 1986	85698
Alcaligenes xylosoxidans	85698
Alcaligenes xylosoxidans (Yabuuchi and Yano 1981) Kiredjian et al. 1986	85698
Alcaligenes xylosoxydans	85698
ATCC 27061	85698
CCUG 12689	85698
CIP 71.32	85698
culture-collection:NRRL:B:4082	85698
DSM 10346	85698
DSM 2402	85698
Flavobacterium sp. 650	85698
IFO 15126	85698
JCM 9659	85698
LMG 1863	85698
LMG:1863	85698
NBRC 15126	85698
NCTC 10807	85698
NRRL B-4082	85698
strain Hugh 2838	85698
strain KM 543	85698
strain Yabuuchi KM 543	85698
Achromobacter xylosoxidans X02736	1350469
Aciculosporium take	42363
Aciculosporium take MAFF-241224	1036760
Acidaminococcus fermentans	905
Acidaminococcus fermentans Rogosa 1969 (Approved Lists 1980) emend. Cook et al. 1994	905
ATCC 25085	905
CCUG 9996	905
CIP 106432	905
DSM 20731	905
strain VR4	905
Acidaminococcus fermentans DSM 20731	591001
Acidaminococcus fermentans strain DSM 20731	591001
Acidaminococcus fermentans str. DSM 20731	591001
Acidianus ambivalens	2283
Acidianus ambivalens (Zillig and Bock 1987) Fuchs et al. 1996	2283
CIP 104912	2283
Desulfurolobus ambivalens	2283
Desulfurolobus ambivalens Zillig and Bock 1987	2283
DSM 3772	2283
JCM 9191	2283
strain Lei 10	2283
Sulfolobus ambivalens	2283
Acidianus bottle-shaped virus	437444
Acidianus bottle-shaped virus (isolate Pozzuoli)	654911
Acidianus brierleyi	41673
Acidianus brierleyi (Zillig et al. 1980) Segerer et al. 1986	41673
DSM 1651	41673
IFO 15269	41673
JCM 8954	41673
NBRC 15269	41673
Sulfolobus brierleyi	41673
Sulfolobus brierleyi Zillig et al. 1980	41673
Acidianus filamentous virus 1	235266
Acidianus filamentous virus 1 (isolate Yellowstone)	654909
Acidianus filamentous virus 2	300186
Acidianus filamentous virus 2 (isolate Pozzuoli)	654910
Acidianus infernus	12915
Acidianus infernus Segerer et al. 1986	12915
DSM 3191	12915
IFO 15270	12915
JCM 8955	12915
NBRC 15270	12915
strain So4a	12915
Acidianus rod-shaped virus 1	309181
Acidianus tengchongenses	146920
Acidianus sp. S5	146920
"Acidianus tengchongenses" He et al. 2001	146920
"Acidianus tengchongensis" He et al. 2004	146920
Acidianus tengchongensis	146920
strain S5	146920
"Sulfosphaerellus thermoacidophilum" in He et al. 2001	146920
Sulfosphaerellus thermoacidophilum	146920
Acidianus two-tailed virus	315953
ATV	315953
Acidiphilium acidophilum	76588
Acidiphilium acidophilum (Harrison 1983) Hiraishi et al. 1998	76588
Acidiphilum acidophilum	76588
ATCC 27807	76588
CIP 104483	76588
DSM 700	76588
Thiobacillus acidiphilus	76588
Thiobacillus acidophilus (ex Guay and Silver 1975) Harrison 1983	76588
"Thiobacillus acidophilus" Guay and Silver 1975	76588
Thiobacillus acidophilus	76588
Acidiphilium angustum	523
Acidiphilium angustum Wichlacz et al. 1986	523
Acidiphilum angustum	523
ATCC 35903	523
NCCB 86036	523
strain KLB	523
Acidiphilium angustum ATCC 35903	1408418
Acidiphilium cryptum JF-5	349163
Acidiphilium cryptum strain JF-5	349163
Acidiphilium cryptum str. JF-5	349163
Acidiphilum cryptum JF-5	349163
Acidiphilium multivorum	62140
Acidiphilium multivorum Wakao et al. 1995	62140
Acidiphilum multivorum	62140
DSM 11245	62140
JCM 8867	62140
NBRC 100785	62140
NBRC 100883	62140
strain AIU 301	62140
Acidiphilium multivorum AIU301	926570
Acidiphilium rubrum	526
Acidiphilium rubrum Wichlacz et al. 1986	526
Acidiphilum rubrum	526
ATCC 35905	526
strain OP	526
Acidiphilium sp. AIU409	92641
Acidiphilium sp. AIU 409	92641
Acidiphilum sp. AIU409	92641
Acidiphilium symbioticum	94005
"Acidiphilium symbioticum" Bhattacharyya et al. 1991	94005
Acidiphilum symbioticum	94005
Acidithiobacillus caldus	33059
Acidithiobacillus caldus (Hallberg and Lindstrom 1995) Kelly and Wood 2000	33059
Acidithiobacillus sp. BC13	33059
ATCC 51756	33059
DSM 8584	33059
strain KU	33059
Thiobacillus caldus Hallberg and Lindstrom 1995	33059
Thiobacillus caldus	33059
uncultured Acidithiobacillus caldus	184427
Acidithiobacillus ferrooxidans	920
Acidithiobacillus ferrooxidans (Temple and Colmer 1951) Kelly and Wood 2000	920
ATCC 23270	920
CIP 104768	920
DSM 14882	920
"Ferrobacillus ferrooxidans" Leathen and Braley 1954	920
Ferrobacillus ferrooxidans	920
"Ferrobacillus sulfooxidans" Kinsel 1960	920
Ferrobacillus sulfooxidans	920
Thiobacillus ferrooxidans	920
Thiobacillus ferrooxidans Temple and Colmer 1951 (Approved Lists 1980)	920
uncultured Acidithiobacillus ferrooxidans	133824
Acidithiobacillus thiooxidans	930
Acidithiobacillus thiooxidans (Waksman and Joffe 1922) Kelly and Wood 2000	930
ATCC 19377	930
CIP 104597	930
DSM 14887	930
JCM 3867	930
NCIMB 8343	930
Thiobacillus concretivorus Parker 1945 (Approved Lists 1980)	930
Thiobacillus concretivorus	930
"Thiobacillus crenatus" Emoto 1929	930
Thiobacillus crenatus	930
"Thiobacillus lobatus" Emoto 1929	930
Thiobacillus lobatus	930
"Thiobacillus thermitanus" Emoto 1928	930
Thiobacillus thermitanus	930
Thiobacillus thiooxidans	930
Thiobacillus thiooxidans Waksman and Joffe 1922 (Approved Lists 1980)	930
"Thiobacillus umbonatus" Emoto 1929	930
Thiobacillus umbonatus	930
Thiobacterium thiooxydans	930
"Thiobacterium thiooxydans" (Waksman and Joffe 1922) Lehmann and Neumann 1927	930
Acidithiobacillus thiooxidans A01	1432062
Acidobacteria bacterium Ellin345	204669
bacterium Ellin345	204669
Candidatus Koribacter versatilis Ellin345	204669
Koribacter versatilis Ellin345	204669
Acidobacterium capsulatum	33075
Acidobacterium capsulatum Kishimoto et al. 1991 emend. Pankratov et al. 2012	33075
ATCC 51196	33075
DSM 11244	33075
IFO 15755	33075
JCM 7670	33075
NBRC 15755	33075
Acidobacterium capsulatum ATCC 51196	240015
Acidobacterium capsulatum strain ATCC 51196	240015
Acidobacterium capsulatum str. ATCC 51196	240015
Acidocella facilis	525
Acidiphilium facile corrig. Wichlacz et al. 1986	525
Acidiphilium facile	525
Acidiphilium facilis	525
Acidiphilum facilis	525
Acidocella facilis (Wichlacz et al. 1986) Kishimoto et al. 1996	525
ATCC 35904	525
NCCB 86038	525
Acidocella facilis ATCC 35904	1408419
Acidothermus cellulolyticus 11B	351607
Acidothermus cellulolyticus str. 11B	351607
Acidothermus cellulolyticus strain 11B	351607
Acidovorax avenae subsp. avenae	80870
Acidivorax avenae subsp. avenae	80870
Acidovorax avenae subsp. avenae (Manns 1909) Willems et al. 1992	80870
Pseudomonas avenae subsp. avenae Manns 1909	80870
Pseudomonas avenae subsp. avenae	80870
Acidovorax avenae subsp. avenae RS-1	995087
Acidovorax avenae subsp. avenae strain RS-1	995087
Acidovorax avenae subsp. avenae str. RS-1	995087
Acidovorax avenae subsp. citrulli	80869
Acidivorax citrulli	80869
Acidovorax avenae subsp. citrulli (Schaad et al. 1978) Willems et al. 1992	80869
Acidovorax citrulli (Schaad et al. 1978) Schaad et al. 2009	80869
Acidovorax citrulli	80869
ATCC 29625	80869
CCUG 17393	80869
CFBP 4459	80869
CIP 106436	80869
DSM 17060	80869
IBSBF 1851	80869
ICMP 7500	80869
ICPB 30064	80869
LMG 5376	80869
LMG:5376	80869
NCPPB 3679	80869
Pseudomonas avenae subsp. citrulli (Schaad et al. 1978) Hu et al. 1991	80869
Pseudomonas avenae subsp. citrulli	80869
Pseudomonas pseudoalcaligenes citrulli	80869
Pseudomonas pseudoalcaligenes subsp. citrulli Schaad et al. 1978 (Approved Lists 1980)	80869
Pseudomonas pseudoalcaligenes subsp. citrulli	80869
Pseudomonas sp. NRRL B-12227	80869
strain FC-247	80869
Acidovorax citrulli strain ZJU1106	1154764
Acidovorax citrulli str. ZJU1106	1154764
Acidovorax citrulli ZJU1106	1154764
Acidovorax avenae subsp. citrulli AAC00-1	397945
Acidovorax citrulli AAC00-1	397945
Acidovorax citrulli str. AAC00-1	397945
Acidovorax citrulli strain AAC00-1	397945
Acidovorax delafieldii	47920
Acidivorax delafieldii	47920
Acidovorax delafieldii (Davis 1970) Willems et al. 1990	47920
ATCC 17505	47920
CCUG 1779	47920
CFBP 2442	47920
CFBP 3609	47920
CIP 103303	47920
DSM 64	47920
LMG 5943	47920
LMG:5943	47920
Pseudomonas delafieldii Davis 1970 (Approved Lists 1980)	47920
Pseudomonas delafieldii	47920
Acidovorax delafieldii 2AN	573060
Acidovorax delafieldii str. 2AN	573060
Acidovorax delafieldii strain 2AN	573060
Acidovorax facilis	12917
Acidivorax facilis	12917
Acidovorax facilis (Schatz and Bovell 1952) Willems et al. 1990	12917
ATCC 11228	12917
CCUG 2113	12917
CFBP 2441	12917
CFBP 3608	12917
CIP 103302	12917
culture-collection:NRRL:B:4274	12917
DSM 649	12917
"Hydrogenomonas facilis" Schatz and Bovell 1952	12917
Hydrogenomonas facilis	12917
LMG 2193	12917
LMG:2193	12917
NRRL B-4274	12917
Pseudomonas facilis (Schatz and Bovell 1952) Davis 1969 (Approved Lists 1980)	12917
Pseudomonas facilis	12917
Acidovorax sp. JS42	232721
Acidovorax sp. KKS102	358220
Acidovorax sp. MUL2G8	371155
Acidovorax sp. SA1	129134
Acidivorax sp. SA1	129134
Acidovorax sp. TP4	77636
Acidivorax sp. TP4	77636
Acinetobacter baumannii	470
Acinetobacter baumannii Bouvet and Grimont 1986	470
Acinetobacter genomosp. 2	470
Acinetobacter genomospecies 2	470
ATCC 19606	470
Bacterium anitratum	470
CCUG 19096	470
CIP 70.34	470
DSM 30007	470
JCM 6841	470
LMG 1041	470
LMG:1041	470
NCCB 85021	470
NCTC 12156	470
Acinetobacter baumannii LY9	1458926
Acinetobacter baumannii ATCC 17978	400667
Acinetobacter baumannii strain ATCC 17978	400667
